KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
392871714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,2
392871741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392871803,3,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,24,16,0,0,16,8,0,0,6,0,0,0,0,2,0,0,0,0,0,11,13
392871901,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1
392871902,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
392871914,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
392871921,4,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2
392871992,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
392871994,4,1,0,0,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,10,5,0,0,5,5,0,0,0,4,0,0,0,1,0,0,0,0,0,5,5
392872903,4,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,1,3,3
392872904,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
